label,sms
ham,As if i wasn't having enough trouble sleeping.   
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)   
ham,We can make a baby in yo tho   
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?   
ham,These won't do. Have to move on to morphine   
ham,Hey company elama po mudyadhu.   
ham,Were gonna go get some tacos   
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?   "
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+   "
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas   
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP   
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...   "
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""   "
ham,"\CHA QUITEAMUZING THATåÕSCOOL BABE PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""  "
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?   
ham,Change windows logoff sound..   
ham,Cuz ibored. And don wanna study   
ham,Sounds like you have many talents! would you like to go on a dinner date next week?   
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz   "
ham,Oooh I got plenty of those!   
ham,"Yup, leaving right now, be back soon   "
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later   "
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming   
ham,Pls accept me for one day. Or am begging you change the number.   
ham,"Sorry, I'll call later   "
ham,You flippin your shit yet?   
ham,I have lost 10 kilos as of today!   
ham,"sure, but make sure he knows we ain't smokin yet   "
ham,"Yeah, don't go to bed, I'll be back before midnight   "
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!   
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.   
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906    
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""   "
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154   "
ham,No dear i do have free messages without any recharge. Hi hi hi   
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?   
ham,Ok. No wahala. Just remember that a friend in need ...   
ham,You made my day. Do have a great day too.   
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+   
ham,"No, I was trying it all weekend ;V   "
ham,I'm going out to buy mum's present ar.   
ham,Ok ok take care. I can understand.   
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.   
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)   
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?   "
ham,Sorry completely forgot * will pop em round this week if your still here?   
ham,It is a good thing I'm now getting the connection to bw   
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...   "
ham,Serious? What like proper tongued her   
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""   "
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love   "
ham,So wats ur opinion abt him and how abt is character?   
ham,Nope i'll come online now..   
ham,Later i guess. I needa do mcat study too.   
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo   
ham,What's nannys address?   
ham,But pls dont play in others life.   
ham,Customer place i will call you   
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...   
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.   "
ham,"Tick, tick, tick ... Babe   "
ham,Did you try making another butt.   
ham,Hi:)cts employee how are you?   
ham,From 5 to 2 only my work timing.   
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply   "
ham,Sleeping nt feeling well   
ham,Still work going on:)it is very small house.   
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up   "
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min   
ham,I'm at work. Please call   
ham,Every monday..nxt week vl be completing..   
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng   
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend   
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat...    
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx   "
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.   
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks   
ham, what number do u live at? Is it 11?   
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode   "
ham,"Some friends want me to drive em someplace, probably take a while   "
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck   "
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?   
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;   
ham,Wat r u doing?   
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm   
ham,Hi. I'm sorry i missed your call. Can you pls call back.   
ham,Are you going to write ccna exam this week??   
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)   
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...   "
ham,We can go 4 e normal pilates after our intro...     
ham,I plane to give on this month end.   
ham,Can i get your opinion on something first?   
ham,Yup bathe liao...   
ham,No objection. My bf not coming.   
ham,I sent them. Do you like?   
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack   "
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx   "
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007   "
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994   "
ham,Ok...   
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas   
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""   "
ham,No:-)i got rumour that you going to buy apartment in chennai:-)   
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""   "
ham,Now am free call me pa.   
ham,I dont thnk its a wrong calling between us   
ham,Sorry me going home first... Daddy come fetch Ì_ later...   
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?   "
ham,When did dad get back.   
ham,Okie...   
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's   
ham,Doing project w frens lor.    
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.   "
ham,Lol boo I was hoping for a laugh   
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES   "
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us   "
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50   "
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?   "
ham,Why are u up so early?   
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p   
ham,You best watch what you say cause I get drunk as a motherfucker   
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""   "
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.   
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...   "
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.   
ham,Reverse is cheating. That is not mathematics.   
ham,Ill call you evening ill some ideas.   
ham,Well. Balls. Time to make calls   
ham,"As in missionary hook up, doggy hook up, standing...|   "
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe   
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*   "
ham,He is there. You call and meet him   
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?   
ham,Hahaha..use your brain dear   
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG   
ham,Long beach lor. Expected... U having dinner now?   
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow   
ham,I will reach ur home in  &lt;#&gt;  minutes   
ham,3 pa but not selected.   
ham,I am late. I will be there at   
ham,Get ready for  &lt;#&gt;  inches of pleasure...   
ham,Correct. So how was work today   
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk   "
ham,Water logging in desert. Geoenvironmental implications.   
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.   
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!   
ham,Yup i'm free...   
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .   
ham,Oh:)as usual vijay film or its different?   
ham,Big brother‰Û÷s really scraped the barrel with this shower of social misfits   
ham,Oh k. . I will come tomorrow   
ham,Good morning pookie pie! Lol hope I didn't wake u up   
ham,"Great. I'm in church now, will holla when i get out   "
ham,THIS IS A LONG FUCKIN SHOWR   
ham,Wah lucky man... Then can save money... Hee...   
ham,Yes. It's all innocent fun. O:-)   
ham,But i'm surprised she still can guess right lor...   
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?   
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""   "
ham,Which is weird because I know I had it at one point   
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...   
ham,"Sorry, I'll call later   "
ham,"K I'm ready,  &lt;#&gt; ?   "
ham,Yup n her fren lor. I'm meeting my fren at 730.   
ham,Am going to take bath ill place the key in window:-)   
ham,East coast   
ham,"Sorry, I'll call later   "
ham,But i dint slept in afternoon.   
ham,Why de. You looking good only:-)..   
ham,Uhhhhrmm isnt having tb test bad when youre sick   
ham,Are you willing to go for aptitude class.   
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself   "
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...   
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...   
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""   "
ham,I'm done. C Ì_ there.   
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...   
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""   "
ham,Hey now am free you can call me.   
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748   
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end   
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)   
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.   
ham,"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place    "
ham,"Tee hee. Off to lecture, cheery bye bye.   "
ham,R we still meeting 4 dinner tonight?   
ham,When you came to hostel.   
ham,Still i have not checked it da. . .   
ham,What time is ur flight tmr?   
ham,Nobody names their penis a girls name this story doesn't add up at all   
ham,"Probably not, still going over some stuff here   "
ham,Another month. I need chocolate weed and alcohol.   
ham,Dunno he jus say go lido. Same time 930.   
ham,You could have seen me..i did't recognise you Face.:)   
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com   
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.   
ham,Hey mr whats the name of that bill brison book the one about language and words    
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!    
ham,I'm going 2 orchard now laready me reaching soon. U reaching?   
ham,Oh wow thats gay. Will firmware update help   
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum   
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm   "
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home   "
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight   "
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires   
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.   
ham,"Aight, sounds good. When do you want me to come down?   "
ham,Sat right? Okay thanks...    
ham,Every day i use to sleep after  &lt;#&gt;  so only.   
ham,Mum ask Ì_ to buy food home...   
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x   
ham,Then ur physics get a-?   
ham,Am in gobi arts college   
ham,Can not use foreign stamps in this country.   
ham,Lol ok. I'll snatch her purse too.   
ham,I'm on the bus. Love you   
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/   
ham,She told to hr that he want posting in chennai:)because i'm working here:)   
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx   
ham,ok. I am a gentleman and will treat you with dignity and respect.   
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune   
ham,Kallis wont bat in 2nd innings.   
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk   "
ham,Infact happy new year. How are you where are you when are we seeing   
ham,Huh but i cant go 2 ur house empty handed right?   
ham,All done? All handed in? Celebrations in full swing yet?   
ham,You call him and tell now infront of them. Call him now.   
ham,It has issues right now. Ill fix for her by tomorrow.   
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.   
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams   
ham,Wot about on wed nite I am 3 then but only til 9!   
ham,"Now, whats your house # again ? And do you have any beer there ?   "
ham,Yo guess what I just dropped   
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI   
ham,So the sun is anti sleep medicine.   
ham,Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!   
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!   "
ham,Midnight at the earliest   
ham,Then anything special?   
ham,What year. And how many miles.   
ham,ok....take care.umma to you too...   
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..   
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call   "
ham,"Wat time liao, where still got.   "
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.   "
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?   
ham,Those were my exact intentions   
ham,Also maaaan are you missing out   
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols   "
ham,My sister got placed in birla soft da:-)   
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!   "
ham,U reach orchard already? U wan 2 go buy tickets first?   
ham,His frens go then he in lor. Not alone wif my mum n sis lor.   
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...   "
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.   
ham,I have printed it oh. So  &lt;#&gt;  come upstairs   
ham,Only saturday and sunday holiday so its very difficult:)   
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.   "
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out   
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL   
ham,Still in the area of the restaurant. Ill try to come back soon   
ham,U can call now...   
ham,Idea will soon get converted to live:)   
ham,Networking technical support associate.   
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word   "
ham,What class of  &lt;#&gt;  reunion?   
ham,Yo we are watching a movie on netflix   
ham,My phone   
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p    "
ham,S da..al r above  &lt;#&gt;   
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.   
ham,Going to join tomorrow.   
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE   "
ham,"Fuuuuck I need to stop sleepin, sup   "
ham,"Haha good to hear, I'm officially paid and on the market for an 8th   "
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.   
ham,"Short But Cute: \Be a good person  but dont try to prove it..\"" .Gud noon....""  "
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.   
ham,Ok.ok ok..then..whats ur todays plan   
ham,When are you guys leaving?   
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays   
ham,I'll be late...   
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee   
ham,"Sorry, I'll call later   "
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.   "
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.   "
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?   
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?   
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that   
ham,"Yeah, probably here for a while   "
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.   "
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU   "
ham,Then mum's repent how?   
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...   
ham,Gud ni8.swt drms.take care   
ham,At home by the way   
ham,Is that on the telly? No its Brdget Jones!   
ham,I had it already..sabarish asked me to go..   
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL   
ham,Fine i miss you very much.   
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117   
ham,Jokin only lar... :-) depends on which phone my father can get lor...   
ham,Ding me on ya break fassyole! Blacko from londn   
ham,Love it! I want to flood that pretty pussy with cum...   
ham,Cancel cheyyamo?and get some money back?   
ham,Beerage?   
ham,Where at were hungry too   
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...   "
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.   
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?   "
spam,This message is brought to you by GMW Ltd. and is not connected to the   
ham,Noice. Text me when you're here   
ham,Ok lor...   
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""   "
ham,And maybe some pressies   
ham,Yes i have. So that's why u texted. Pshew...missing you so much   
ham,Ok how you dear. Did you call chechi   
ham,Hey... What time is your driving on fri? We go for evaluation on fri?   
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.    "
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash   
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm   
ham,"K I'll head out in a few mins, see you there   "
ham,Havent still waitin as usual... ÌÏ come back sch oredi?   
ham,"Same, I'm at my great aunts anniversary party in tarpon springs   "
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.   
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?   "
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with   
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info   
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.   
ham,What happened to our yo date?   
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!    "
ham,"Received, understood n acted upon!   "
ham,I've sent Ì_ my part..   
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is   "
ham,Don know..he is watching film in computer..   
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!    "
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.   
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota   
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!   "
ham,Meet after lunch la...   
ham,"That's good, because I need drugs   "
ham,"I'm a guy, browsin is compulsory   "
ham,He remains a bro amongst bros   
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?   
ham,my ex-wife was not able to have kids. Do you want kids one day?   
ham,They just talking thats it de. They wont any other.   
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270   
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.   "
ham,Great. So should i send you my account number.   
ham,Is there coming friday is leave for pongal?do you get any news from your work place.   
ham,"Aight, tomorrow around  &lt;#&gt;  it is   "
ham,Update your face book status frequently :)   
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight   
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL   "
ham,"&lt;#&gt; , that's all? Guess that's easy enough   "
ham,2mro i am not coming to gym machan. Goodnight.   
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.   
ham,"K, I might come by tonight then if my class lets out early   "
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due   
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V   "
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.   "
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL   
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap   
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!   "
ham,HELLO PEACH! MY CAKE TASTS LUSH!   
